,0_x,+,−,?,communictaion,quality,price,safety
449,весь здравствуйте,0.054825331783562976,0.7318487469455429,0.21332592127089411,1.0,0.0,0.0,0.0
450,сразу сказать давний пользователь банк не самый активный попытаться рассказать почему,0.09922809620180134,0.7426839492596157,0.15808795453858293,0.6666666666666666,0.3333333333333333,0.0,0.0
451,потребоваться сменить паспортный дать 45 год,0.3331748073154315,0.4187582323709933,0.2480669603135753,1.0,0.0,0.0,0.0
452,заказывать карта дебетовый курьер привезти объяснить некоторый попросить программа лояльность обращаться поддержка онлайн вопрос решать течение максимум день 3х стараться подобрать решение индивидуально клиент,0.9951334052348266,0.00098366403463031,0.003882930730543038,1.0,0.0,0.0,0.0
453,являться клиент банк достаточно долгий время,0.569118427756083,0.17573185248069534,0.25514971976322165,0.0,1.0,0.0,0.0
454,момент образование росбанк являться клиент ваш,0.42455794569496175,0.3407350978098078,0.2347069564952305,1.0,0.0,0.0,0.0
455,сделать заявление вывод средство брокерский счёт,0.02268067991653822,0.823788875903937,0.1535304441795249,1.0,0.0,0.0,0.0
456,появиться необходимость получение справка один мой операция так,0.27079264484101534,0.19373968488065044,0.5354676702783341,0.0,1.0,0.0,0.0
457,обслуживаться центр инвест 10 год,0.6393432827339705,0.04125954556666615,0.3193971716993633,0.0,1.0,0.0,0.0
458,13 06 подать заявка онлайн чат приложение домклик погашение ипотека средство маткапитал менеджер дать список документ день предоставить менеджер сформировать заявление отправить япфр 16 06,0.028320722145601347,0.6366424503159026,0.33503682753849606,1.0,0.0,0.0,0.0
459,сотрудник организация статус юридический лицо безрегистрация огрн инна отсутствовать именовать уральский филиал ао райффанзенбанк г челябинск ул,0.020141282861138476,0.8598362085510064,0.12002250858785514,0.0,1.0,0.0,0.0
460,позвонить номер 900,0.24005975775017502,0.4466339735560015,0.3133062686938236,1.0,0.0,0.0,0.0
461,система сбербанк онлайн мобильный приложение раздел счёт депо исчезнуть счёт депо,0.013367762982359694,0.7710264948269641,0.21560574219067624,0.0,1.0,0.0,0.0
462,совершенно ужасный обслуживание заимка персонал,0.018713861995950237,0.9490976951040446,0.032188442900005124,0.3333333333333333,0.6666666666666666,0.0,0.0
463,10 09 2021 год перечислить брокерский компания бкс212000 рубль брокерский пополнение счёт 8 м,0.03536607877594677,0.05550670885740406,0.9091272123666492,0.0,1.0,0.0,0.0
464,пользоваться карта халва завести карта совесть затем совкомбанк подобрать совесть стать два карта халва,0.48792119547026924,0.49989039328636103,0.012188411243369852,0.0,1.0,0.0,0.0
465,возмутить наплевательский отношение мой 6 письмо написать мобильный банк самый главное не отвечать вопрос почему заблокировать карта какой основание месяц не иметь лоступа карта сплошной равнодушие,2.455197568628786e-08,0.999986737601942,1.3237846082323005e-05,0.0,1.0,0.0,0.0
466,услышать закон кредитный каникулы решить заити приложение узнать оператор ответить очень быстро объяснить спасибо большой такой оператор,0.9656734212460161,0.01511333691644367,0.01921324183754026,1.0,0.0,0.0,0.0
467,10 март регулярно общаться банк связь отсутствие доступ личный кабинет интернет банк,0.08166631733018061,0.05764436738856406,0.8606893152812553,1.0,0.0,0.0,0.0
468,банк постоянный проблема,0.44007033307631477,0.4606642660531612,0.09926540087052393,0.0,1.0,0.0,0.0
469,19 август 2021 г подать заявка банк тинькофф сайт ип так ин,0.005130320842732612,0.35628189589000175,0.6385877832672655,0.0,1.0,0.0,0.0
470,добрый день давно пользоваться сервис banki ru,0.36419749482849295,0.026661321473747043,0.6091411836977599,0.0,1.0,0.0,0.0
471,решить впервые попробовать погасить часть ипотека досрочно уменьшение ежемесячный платёж,0.03817008387846581,0.02093335424223463,0.9408965618792996,0.6666666666666666,0.3333333333333333,0.0,0.0
472,14 09 21 позвонить банк заказать продукт дебетовый карта польза,0.8009474205800096,0.02738747189856157,0.1716651075214289,1.0,0.0,0.0,0.0
473,решить пополнить свой депозит перевести деньга своюкарта карта мобильный банк пополнить пополнять вклад не удаться,0.002432180861841981,0.8852690088106427,0.11229881032751526,0.0,1.0,0.0,0.0
474,ещё недавно просто восторг банк ужас прийти сообщение мобильный банк карта халва привязать новый номер телефон не известный это вообще,0.008110828953227442,0.9870405104498723,0.0048486605969002535,1.0,0.0,0.0,0.0
475,обслуживаться данный офис давно ип,0.15146116455407327,0.047671344424325406,0.8008674910216013,0.0,1.0,0.0,0.0
476,март 2020 кредитный карта visa заблокировать,0.008747520334766085,0.06944698318098365,0.9218054964842504,1.0,0.0,0.0,0.0
477,уважаемый клиент альфа банк,0.05079709449883284,0.8196419070906152,0.1295609984105519,0.0,0.5,0.5,0.0
478,писать второй негативный отзыв банк месяц,0.0023908702444847903,0.985924873716591,0.011684256038924116,1.0,0.0,0.0,0.0
479,пользоваться банк тинькофф несколько год рука black metal карта vip обслуживание дело,0.35317669356524584,0.01813380546754504,0.6286895009672091,0.0,1.0,0.0,0.0
480,обратиться замена карта дебетовый кредитный назначить встреча представитель потеряться позвонить женщина сказать нужно стоматология давать не смочь говорить давать завтра сообщить завтра,0.0036913051604933033,0.004614028189129427,0.9916946666503772,1.0,0.0,0.0,0.0
481,обратиться 13 51 онлайн чат закрытие ип счёт,0.030556024377237614,0.8135119065443254,0.15593206907843715,1.0,0.0,0.0,0.0
482,14 ноябрь 2020 год отправить почта исполнительный лист втб поскольку пандемия принимать почта,0.0022341797783041488,0.14322030643065498,0.8545455137910409,0.0,0.0,1.0,0.0
483,неоднократно делать обращение повод ошибка новый интерфейс личный кабинет,0.056306577153759474,0.8448990537435188,0.09879436910272174,0.0,1.0,0.0,0.0
484,добрый день являться клиент банк восточный,0.33893648548939165,0.09998896310652276,0.5610745514040856,0.0,1.0,0.0,0.0
485,спасибо профессиональный оператор который помогать вопрос оплата услуга частность использование бонус это бонус не понимать какой пропорция использоваться оператор сразу подтвердить мой догадка,0.999262875450091,7.886687069350498e-05,0.0006582576792154679,0.0,1.0,0.0,0.0
486,20 09 2021 оставить заявка карта мир тарифный план почётный пенсионер операционист банк заверить неименной мир офис клиент не выдавать,0.0026927815754509933,0.9424116507377519,0.054895567686797035,0.5,0.0,0.0,0.5
487,12 10 2021 г,0.04195136922887695,0.5996055245020605,0.3584431062690625,1.0,0.0,0.0,0.0
488,25 10 2022 г,0.08878238985363038,0.41972956136039163,0.49148804878597807,1.0,0.0,0.0,0.0
489,приехать сегодня получить денежный перевод система платёж контакт изначально гуглила банк выдавать принимать платёж система взять талон быстрый платёж western winion контакт россельхоз банк экспресс сидеть минута 40 хотя,0.00032800656854435324,0.6245329498659282,0.3751390435655274,1.0,0.0,0.0,0.0
490,застрять рубеж воля кинуть аэрофлот банковский карта понятно стать 23го казаться март пытаться отправить деньга свой зарубежный счёт,0.348603308209979,0.04499574715262024,0.6064009446374009,0.0,1.0,0.0,0.0
491,добрый день вынудить сюда написать мой обращение октябрь 2021 не измениться отражение страховка онлайн банк сбербанк,5.4078451199014626e-05,0.99569920592605,0.0042467156227511335,1.0,0.0,0.0,0.0
492,конец август досрочно закрыть ипотека оставить заявка получение закладная,0.007526035078024513,0.8827759726303424,0.10969799229163321,0.3333333333333333,0.6666666666666666,0.0,0.0
493,позвонить контакт центр банк,0.4019148070526249,0.2860398360733388,0.31204535687403623,1.0,0.0,0.0,0.0
494,04 05 2022 вынести определение арбитражный суд признание банкрот,0.009828421850020256,0.8058825940448606,0.18428898410511915,1.0,0.0,0.0,0.0
495,обращаться не декабрь 2021 мобильный приложение раздел помощь,0.02603679448607854,0.8679379109628678,0.10602529455105375,0.0,1.0,0.0,0.0
496,звонок горячий линия банк занимать не мало время благодаря робот который сначала пол час предлагать выбрать мы не нужно подождать оператор который ещё пол час выходить связь разбираться,0.0017540752582114738,0.9977509214113773,0.0004950033304112106,1.0,0.0,0.0,0.0
497,май 2022 г,0.200425786940312,0.2263311758175762,0.5732430372421119,1.0,0.0,0.0,0.0
498,являться клиент банк два год,0.314373158097489,0.2547665448839177,0.4308602970185934,0.0,1.0,0.0,0.0
499,случиться необходимость актуализировать свой дать банк именно изменить фамилия,0.5682834050383574,0.16073869198101587,0.27097790298062685,0.0,1.0,0.0,0.0
500,здравствуйте хотеть сказать спасибо выразить благодарность банк точка частность оператор анне подход включённость клиент помощь решение периодически возникать вопрос,0.9984027224768903,0.00016478399054064565,0.001432493532569069,1.0,0.0,0.0,0.0
501,не мочь получить свой деньга аккредитив протяжение 10 день,0.026577332119216826,0.86969316670337,0.10372950117741313,0.3333333333333333,0.6666666666666666,0.0,0.0
502,оба проблема банк давно известно судить ответ представитель банк местный форум воз ныне,0.038826765145642886,0.8645275287904224,0.09664570606393469,1.0,0.0,0.0,0.0
503,добрый день 24 май поступить запрос рамка 115 фз,0.03935735326815264,0.08614564645516548,0.874497000276682,0.0,1.0,0.0,0.0
504,стать пользоваться дебетовый карта tinkoff black понадобиться услуга перевод средство номер телефон,0.6717908412527726,0.1819067269766716,0.14630243177055594,0.0,1.0,0.0,0.0
505,здравствуйте являться клиент сбербанк последний время постоянно звонить номер 900,0.0020493045570660383,0.9662427150870865,0.031707980355847605,1.0,0.0,0.0,0.0
506,пользоваться мобильный приложение банк ежедневно,0.3233666090719479,0.49359096914761524,0.18304242178043684,0.0,1.0,0.0,0.0
507,уважаемый коллега сбербанк,0.020808399549979668,0.5385721858913248,0.4406194145586956,1.0,0.0,0.0,0.0
508,08 05 2022 17 56 размещать свой отзыв повод дикость альфа банк отношение персональный данные,0.05296743097010208,0.6606167648976761,0.28641580413222184,0.5,0.5,0.0,0.0
509,альфа банк косячать,0.1513173354416925,0.582981410791881,0.2657012537664264,0.0,1.0,0.0,0.0
510,декабрь 2018 г,0.09756793210614705,0.3075778502208596,0.5948542176729933,1.0,0.0,0.0,0.0
511,понадобиться справка остаток основный долг ипотека,0.4944532342253508,0.013036435319119037,0.49251033045553,0.0,1.0,0.0,0.0
512,являться клиент банк не первый год,0.1380667386557748,0.5167606978700824,0.3451725634741428,0.0,1.0,0.0,0.0
513,здравствуйте хотеть оставить отзыв данный банк,0.023280186721494657,0.9304279426368154,0.046291870641689936,0.3333333333333333,0.6666666666666666,0.0,0.0
514,настоящий довольный обслуживание банк,0.7557862863465712,0.14087687840387544,0.10333683524955341,0.0,1.0,0.0,0.0
515,ещё убеждаться безобразно работать сбербанк,0.0554587912578976,0.9300263010583791,0.014514907683723342,0.0,1.0,0.0,0.0
516,добрый вечер 15 10 2021 обратиться отделение банк втб исполнительный лист соответствовать заявление перечисление денежный средство расчётный счёт должник ил серия фс 03 54 выдать красногорский городской суд московский,0.0003295748503716581,0.9121037862361534,0.08756663891347498,0.0,1.0,0.0,0.0
517,оплатить ипотечный страхование согаз 11 02 22 сразу отправить фото квитанция оплата почта 1233 vtb ru прийти автоматический сообщение статус продление договор страхование обновиться втб онлайн раздел страхование конец,0.0003078864564900157,0.027526900522856182,0.9721652130206538,0.5,0.5,0.0,0.0
518,погасить ипотека договор 623 2702 досрочно 27 09 2022 чат звонок моб приложение писать сотрудник снятие обременение проводиться автоматически течение 15 рабочий день сегодня 14рабочий день сей пора не передать,0.022649670367537848,0.9620243351275559,0.015325994504906218,0.5,0.5,0.0,0.0
519,хотеть взять кредит наличные приложение страховка 15 9 приложение зависнуть выдать ошибка не мочь оформить кредит пробывать дважды зайти приложение увидеть счёт дееьга оформить кредит страховка,0.3440016588003066,0.5307343170472153,0.12526402415247814,0.0,1.0,0.0,0.0
520,пользоваться большинство продукт экосистема тинькофф протяжение 15 год довольный обслуживание последний время обратить внимание снижение уровень сервис,0.9980002806049184,0.0009251263892815497,0.0010745930057999874,0.0,1.0,0.0,0.0
521,ужасный сервис сначала заманивать условие отлично начаться не должный банк первоклассный сервис премиум подписка начаться введение ограничение введение комиссия,0.0010682894695000955,0.9856489083805655,0.013282802149934355,1.0,0.0,0.0,0.0
522,просто помочь невозможно перевести деньга счёт копилка карта халва не говорить перевод карта другой банк уйти магазин не суметь оплатить покупка виснуть приложение час приложение выдавать ошибка подключение,0.003686073375284784,0.996067357553806,0.00024656907090928683,0.5,0.5,0.0,0.0
523,суть вопрос,0.6664135291338338,0.2293104093244388,0.10427606154172732,1.0,0.0,0.0,0.0
524,здравствуйте платёж жку москва 19 09 2021 сумма 2869 28 руб,0.0006155005975998597,0.2780104301052718,0.7213740692971283,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
525,написать 5 день назад комиссия который удержать пользование заёмный средство карта халва не партнёр банк честно говорить не думать стать разбираться это вопрос вернуть удержать комиссия,0.01634691271609026,0.9833994055322022,0.00025368175170752453,1.0,0.0,0.0,0.0
526,давний зарплатный клиент ранний целое банк устраивать проблема решаться народный рейтинг,0.4836497387726596,0.026469037365186816,0.4898812238621535,0.0,1.0,0.0,0.0
527,иметь желание произвести полный досрочный погашение ипотечный договор 05 07 2022 04 07 2022 приложение банк не удаться сделать выдавать ошибка связь обратиться чат банк сообщить технический ошибка,3.62420102052469e-05,0.9909066795633295,0.009057078426465262,0.5,0.5,0.0,0.0
528,первый число март получить альфа карта открыть брокерский счёт который открывать точно не просить,0.0030934569803751574,0.3354781928721539,0.6614283501474709,1.0,0.0,0.0,0.0
529,стоять рядом окно сотрудник почта банк просто очередь сотрудница общаться коллега сообщать приходить противный бабка хотеться вообще ер послать считать подобный выражение вообще присутствие клиент,6.898743229843261e-06,0.9876624695121066,0.01233063174466371,0.0,1.0,0.0,0.0
530,добрый день хотеть рассказать свой посещение отделение россельхозбанк город волгодонск,0.8525135410345349,0.02516877691902988,0.12231768204643509,0.6666666666666666,0.3333333333333333,0.0,0.0
531,обращаться чат поддержка банк тинькоф оператор быстро ответить мой вопрос,0.9509512373981215,0.03668110418638215,0.012367658415496465,0.6666666666666666,0.3333333333333333,0.0,0.0
532,ребята альфа банк какой время начинать радовать запустить крупномасштабный акция привлечение клиент клиент оставаться не сделать наоборот,0.3598001292498736,0.5981157354744324,0.042084135275693955,0.0,1.0,0.0,0.0
533,здравствуйте сегодня позвонить московский коммерческий банк телефон 79 1124 предложение потребительский кредит не дослушать ответ бросить трубка всё понимать такой отношение,0.0008082397973254829,0.9958307910056667,0.003360969197007685,1.0,0.0,0.0,0.0
534,вести свой дело 2012 год,0.2864370458679128,0.2684012034562769,0.44516175067581026,0.0,1.0,0.0,0.0
535,читать отзыв работа совкомбанк разный,0.2732461610399721,0.3068912836484278,0.41986255531160005,0.3333333333333333,0.6666666666666666,0.0,0.0
536,приехать сын москва дальний восток 3 день пушкинский карта не работать горячий линия говорить не знать почему не работать ждать 4 рабочий день,4.578458616033727e-05,0.9987725227326361,0.001181692681203684,1.0,0.0,0.0,0.0
537,9 март 2022 год просто заблокировать зарплатный карта который оформлять мой работодатель,0.16266316819233156,0.22636065819541218,0.6109761736122562,1.0,0.0,0.0,0.0
538,добрый день не писать негативный отзыв сайт ситуация складываться написать некуда,0.0028221681107176385,0.9813886255621047,0.01578920632717768,1.0,0.0,0.0,0.0
539,февраль 2021 г,0.07430125130172469,0.656379574491515,0.2693191742067604,1.0,0.0,0.0,0.0
540,декабрь 2021 год поменять сие карта спросить личный сообщение пб здравствуйте собираться заменить сие карта оператор поменять микро сие нано сие вставить телефон,1.083000302455625e-05,0.7655270192460197,0.23446215075095572,0.6666666666666666,0.3333333333333333,0.0,0.0
541,конец август воспользоваться предложение банк русский стандарт открытие кредитный карта мир кредитный немного сэкономить подготовка ребёнок школа так,0.02809635952566196,0.14003913940195764,0.8318645010723803,0.0,1.0,0.0,0.0
542,обратиться чат сбербанк надеяться получить полный консультация интересовать информация именно возврат средство изменение паспортный данные,0.04045065392008497,0.7956108115255536,0.16393853455436141,1.0,0.0,0.0,0.0
543,данный банк иметься карта кредитный оплата который получить вознаграждение вроде бонус начисляться бонус целое не возможно потратить часть бонус ранее смочь потратить приложение,0.010342260389284878,0.005610494274222112,0.9840472453364929,0.3333333333333333,0.6666666666666666,0.0,0.0
544,обратиться 16 10 2022 онлайн чат вид невозможность активация акция партнёр банк приложение мобильный устройство устареть,0.3792655394275882,0.49862854209417556,0.12210591847823618,0.0,1.0,0.0,0.0
545,14 12 2021год я проводиться операция внесение денежный средство карта сумма 500 000 руб,0.004266885315590969,0.5607247048111547,0.43500840987325434,0.6666666666666666,0.3333333333333333,0.0,0.0
546,мобильный приложение заказать 15 октябрь перевыпуск дебетовый карта сей пора 26 октябрь не получить,0.016114390681197216,0.8717808357665986,0.11210477355220426,0.0,0.0,1.0,0.0
547,постоянный клиент райффайзный банк устраивать пользоваться карта кредит,0.8810900733329997,0.08111305718434933,0.03779686948265086,0.0,1.0,0.0,0.0
548,хотеть поставить заслужить оценка 5 поблагодарить сотрудник банк обслуживание который равный,0.9664518697668274,0.029651284092979284,0.003896846140193198,0.0,1.0,0.0,0.0
549,давно не оставлять отзыв таврический,0.05504556284521788,0.71514131669946,0.22981312045532215,1.0,0.0,0.0,0.0
550,сбербанк работать не первый год,0.026970138686474108,0.8830988389089285,0.08993102240459745,0.0,1.0,0.0,0.0
551,здравствуйте заниматься покупка криптовалюта биржа осознанный гражданин 14 05 дата очень важный самостоятельно обратиться банк цель выяснить требоваться обосновать свой перевод недавно начать работать,0.008357568916505286,0.25755788352923614,0.7340845475542587,0.0,1.0,0.0,0.0
552,банковский услуга давно прочно войти жизнь каждый обыватель,0.3989962690186893,0.22877126958472735,0.3722324613965834,0.0,1.0,0.0,0.0
553,наш непростой время стать привычный видеть камень огород банк хотеть поблагодарить банк пб частность,0.654841224730278,0.13449110322979618,0.21066767203992576,0.0,1.0,0.0,0.0
554,невозможно обновить паспортный дать смена паспорт интерфейс система,0.023071762890162457,0.8182227664939592,0.1587054706158784,0.0,1.0,0.0,0.0
555,весь добрый время сутки хотеть поведать история тинькофф,0.06714541076847949,0.08821177334677126,0.8446428158847493,0.0,1.0,0.0,0.0
556,сайт приложение не работать,0.08803200382283444,0.8476605687147459,0.06430742746241963,0.0,1.0,0.0,0.0
557,совершать перевод один карта другой банк карта втб ошибиться реквизит платёж уйти другой клиент втб,0.5419459101315871,0.2536609070543125,0.2043931828141004,0.0,1.0,0.0,0.0
558,хотеть выразить благодарность менеджер абсолют банк выборг к анастасия хороший обслуживание,0.9963270620572365,0.0005009721788772848,0.003171965763886157,0.0,1.0,0.0,0.0
559,ранее обращаться колл центр банк обращение 211118 0352 436400 18 11 2011 повод мой счёт открываться друг населить пункт именно г,0.13638601637753123,0.46155115796458285,0.4020628256578859,1.0,0.0,0.0,0.0
560,понимать заблокировать накопительный счёт ида кроме номер дата не давать информация горячий линия офис,0.009303377873992734,0.6340013770656716,0.3566952450603356,1.0,0.0,0.0,0.0
561,привет весь читать отзыв не знать искать прислать сайт возможно именно отзыв помочь,0.2804348502095323,0.22054155159363278,0.49902359819683495,1.0,0.0,0.0,0.0
562,банк недоразумение,0.1848417916096136,0.6071574969869558,0.2080007114034306,0.0,1.0,0.0,0.0
563,сделка второй сутки зарегистрировать росреестр деньга номинальный счёт счёт продавец сей пора не уйти,0.00916345265969891,0.9867634696179575,0.004073077722343692,0.0,1.0,0.0,0.0
564,24 02 2022 пополнение карта home credit банкомат промсвязь банк деньга не поступить ответ обращение ответ обещать дать 02 03 2022 продлевать,0.0015107476886886521,0.9696814210774725,0.02880783123383886,0.0,1.0,0.0,0.0
565,продолжать писать жалоба сайт,0.123888255940074,0.7743482292170796,0.10176351484284654,1.0,0.0,0.0,0.0
566,хотеть оставить отзыв прекрасный банк сентябрь подключить сберпрайм начаться,0.23292229365710107,0.5176373856429257,0.24944032069997316,0.3333333333333333,0.6666666666666666,0.0,0.0
567,произойти июнь месяц я курьёзный история альф,0.009782109731967265,0.803582644304965,0.18663524596306763,0.0,1.0,0.0,0.0
568,28 03 обратиться отделение банк добролюбов 16 2 смена мобильный телефон,0.021777172349157842,0.47280456300096263,0.5054182646498795,1.0,0.0,0.0,0.0
569,клиент альфа банк год десять,0.21493492577792297,0.5827250282895358,0.20234004593254115,0.0,1.0,0.0,0.0
570,добрый день являться клиент мтс банк,0.2560202387953649,0.31762295227576526,0.42635680892886985,0.0,1.0,0.0,0.0
571,банк скатиться ниже некуда 2022 год оперативно реагировать обращение,0.8247179445565626,0.15075672342441376,0.024525332019023755,0.0,1.0,0.0,0.0
572,альфа банк не возвращать доллар дебетовый карта банкомат офис требовать ждать 20 день заплатить комиссия 5тр хотя это незаконно цб рф запретить банк брать комиссия выдача наличный валюта физлицо,0.0008636756848744418,0.9954289978591729,0.00370732645595262,0.0,0.0,1.0,0.0
573,ужасный банк каждый год всё плохой плохой,0.001619431819668642,0.9842487910365636,0.01413177714376772,0.0,1.0,0.0,0.0
574,30 04 2022г обратиться отделение г,0.03948733779409208,0.20340672637195603,0.7571059358339519,0.6666666666666666,0.3333333333333333,0.0,0.0
575,магазин партнёр карта халва провести транзакция транспортный доставка не магазин,0.4717149448962672,0.2594680228286627,0.2688170322750701,0.0,1.0,0.0,0.0
576,не смочь сделать покупка приложение написать поддержка вежливый ответить подсказать решение вопрос,0.9342171612321171,0.016398085339118143,0.04938475342876476,1.0,0.0,0.0,0.0
577,добрый время сутки пользователь представитель ресурс banki ru,0.04781181937783451,0.01055588599322176,0.9416322946289436,1.0,0.0,0.0,0.0
578,перевод альфа банк карта другой банк заблокировать вообще карта вход мобильный приложение интернет банкинг формулировка подозрение мошеннечиский действие хотя стабильно переводить принимать ден,0.4048256548042328,0.5660904441050565,0.029083901090710667,0.5,0.0,0.0,0.5
579,сентябрь завести карта 100 день процент ранее клиент альф не,0.034300733706349396,0.9283823979878844,0.03731686830576628,0.0,1.0,0.0,0.0
580,являться клиент банк 4 год писать восторженный отзыв,0.3168752267769508,0.34991856415666567,0.3332062090663836,1.0,0.0,0.0,0.0
581,несколько обращаться поддержка клиент банк соцсеть вконтакте,0.4836940201270722,0.3433110723052264,0.17299490756770136,0.0,1.0,0.0,0.0
582,добрый день достаточно давно пользоваться программа лояльность урожай ранее бронировать авиабилет,0.8680334440067468,0.0007428586768347387,0.13122369731641845,0.3333333333333333,0.6666666666666666,0.0,0.0
583,тинькофф стать первый банк 18 хотеть новый телефончик чудесный банк первый оказать услуга кредитование ставка 99 10 месяц момент повезти пара день конец 2013,0.2639079983268825,0.15602057549196877,0.5800714261811487,0.6666666666666666,0.3333333333333333,0.0,0.0
584,дело,0.3301913385921369,0.3368995117593271,0.3329091496485361,1.0,0.0,0.0,0.0
585,оплатить заказ лекарство сбереаптека сберпить,0.10508579275555137,0.5318964658324695,0.36301774141197907,1.0,0.0,0.0,0.0
586,https sun9 east userapi com sun9 20 s v1 ig2 pqfagpf63qhgkli_2l7yqk9vob2f1n98tbxdhsvyizuhlyk1dqamh2nkjngxbypcd1pu 4aoz99slasadrvojetx jpg size 513x600 quality 96 type album jpg потребоваться карта мир бюджетный выплата стабильный,0.1863435038355698,0.0952351755389687,0.7184213206254614,0.0,1.0,0.0,0.0
587,сотрудница ирина очень помочь 24 08 2022 обратиться чат поддержка проблема мой номер телефон который привязать мобильный банк,0.8315578470953472,0.014631192036629735,0.15381096086802298,1.0,0.0,0.0,0.0
588,согласно указание цб 5440 банк обязать предоставить запрос клиент справка доход госслужащий течение 5 рабочий день момент обращение,0.01545821975042323,0.576587289217804,0.4079544910317728,1.0,0.0,0.0,0.0
589,весь привет,0.3778577078468166,0.421001924787878,0.20114036736530536,1.0,0.0,0.0,0.0
590,многие человек сей пора считать сбер банк надёжный банк квалифицировать сотрудник это соответствовать действительность не,0.4250176012930234,0.5636916233947556,0.011290775312220962,0.0,1.0,0.0,0.0
591,село яркий поле кировский район население около 5000 человек банкомат ограниченный день час работа находиться помещение почта выходной день воскресение понедельник время работа 7 00 16 00 12,0.20368357048245697,0.6897714171555904,0.10654501236195256,0.0,1.0,0.0,0.0
592,являться один старый клиент банк 2010 год,0.06534868052343662,0.024999489891198386,0.909651829585365,0.0,1.0,0.0,0.0
593,открыть 11 октябрь 2021г,0.10456888753866501,0.2950926891455983,0.6003384233157367,1.0,0.0,0.0,0.0
594,принести вчера пункт приём документация исполнительный лист суд к взыскание,0.01580262749995503,0.5196793475652256,0.46451802493481936,0.0,0.0,1.0,0.0
595,видимо сотрудник банк скучать отделение предлагать приготовить кофе чай заурядный визит случайный посетитель,0.056371293031406304,0.8953381695747246,0.048290537393869244,1.0,0.0,0.0,0.0
596,ак барс банк ссылаться отсутствие технический возможность не выдавать денежный средство валюта валютный вклад доллар сша сумма маленький 10 тыс,0.02730123057369573,0.9480667169247644,0.024632052501539912,0.0,1.0,0.0,0.0
597,совкомбанк бонус программа проходить уронить,0.5489895134084664,0.10402784387141124,0.34698264272012236,0.0,0.6666666666666666,0.3333333333333333,0.0
598,добрый день не являться клиент альфа банк услуга банкомат прийтись воспользоваться,0.05326558055223934,0.6208001948842911,0.32593422456346954,0.0,1.0,0.0,0.0
599,25 январь лично офис подать заявление закрытие иис,0.07268419255281977,0.14062875793296756,0.7866870495142125,1.0,0.0,0.0,0.0
600,мочь сказать плохой банк возможный россия спокойный флегматичный человек просто терпеть не мочь,0.013545221971071934,0.9461273699642965,0.04032740806463148,0.6666666666666666,0.3333333333333333,0.0,0.0
601,втб банк очень долго рассматривать заявка,0.15154141853240355,0.8219379145122304,0.026520666955366052,0.0,1.0,0.0,0.0
602,хотеть оставить отзыв отвратительный работа приложение техподдержка хкб,0.0072895804523368,0.9872509179606422,0.00545950158702094,0.0,1.0,0.0,0.0
603,обращаться сотрудник совок банк,0.18997131691834776,0.6789364761060703,0.13109220697558202,1.0,0.0,0.0,0.0
604,добрый день протяжение несколько год пополнять карта весь известный жёлтый банк стягивать деньга зарплатный карта альф,0.30174644488510327,0.06761861927390898,0.6306349358409878,0.0,1.0,0.0,0.0
605,очень удобный обслуживание,0.8906817492439443,0.04285816571386902,0.0664600850421867,0.0,1.0,0.0,0.0
606,звонить домашний телефон 7 821 63,0.11258555057162863,0.6885775705038666,0.19883687892450483,1.0,0.0,0.0,0.0
607,сегодня невнимательность снять карта халва заёмный средство банкомат сторонний банк следствие стать начисление комиссия размер два лишний тысяча рубль,0.006997005271228895,0.9895901024807758,0.003412892247995385,0.0,1.0,0.0,0.0
608,нижегородский отделение банк зенит обсуживаться 2017 год довольный обслуживание данный банк менеджер банк компетентный приветливый рада помочь,0.9998819712831587,3.360223659485346e-05,8.442648024635578e-05,0.3333333333333333,0.6666666666666666,0.0,0.0
609,25 09 лк м видео былоформить товар рассрочка банк хоум кредит банк 05 10 товар поступить магазин принять решение отмена заказ,0.0027076584195408404,0.001752248974609011,0.9955400926058501,1.0,0.0,0.0,0.0
610,добрый день хотеть сказать совершенно не обладать информация оператор чат,0.045571569213669456,0.8028499353052044,0.15157849548112623,1.0,0.0,0.0,0.0
611,кредит банк россия,0.3688049410424898,0.19819343548107046,0.4330016234764398,0.0,1.0,0.0,0.0
612,банк открыть накопительный счёт промый ставка 22 3 месяц,0.04648825746814564,0.8145878426991364,0.13892389983271794,1.0,0.0,0.0,0.0
613,знать такой ситуация жизнь банк не открыть,0.029058923760718787,0.8687787362780981,0.10216233996118322,0.0,1.0,0.0,0.0
614,первый посещение,0.30842841182350367,0.40786697734058186,0.2837046108359144,0.6666666666666666,0.3333333333333333,0.0,0.0
615,2 день не мочь воспользоваться интернетбанк мобильный приложение сервер не работать не мочь пополнить карта поэтому не мочь поесть заправить машина второй день горячий линия ответ наш специалист работать отвратильный,0.00025138609021547586,0.998939735795075,0.0008088781147095306,0.6666666666666666,0.3333333333333333,0.0,0.0
616,это просто позорище пока нормальный банк чинить свой система пара тройка час гпб не это справиться течение неделя,0.05179633230694341,0.9154490401398244,0.03275462755323212,0.0,1.0,0.0,0.0
617,открывать доп карта счёт,0.06083117660049131,0.6195889069616004,0.3195799164379083,0.0,1.0,0.0,0.0
